run_id,track,context,fold_id,tier_group,feature_name,mean_abs_shap,mean_signed_shap,rank,n_obs
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_football_day,0.0010996452529916882,0.0002948792551416234,61,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_sport_day,0.0010657356641512598,-1.4976611356863839e-06,62,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,t_is_2020_regime,0.0009255974050499006,0.0009255974050499006,63,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_event_day,0.0008732106810546903,-6.695963912023031e-05,64,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,t_day_class_5__event_day,0.0008732067616574634,-6.6959338572572e-05,65,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_festival_day,0.0005320217847893865,1.8532178653664817e-06,66,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,t_day_class_5__weekday_regular,0.0005246947340012215,9.123561450353886e-05,67,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_event_x_tier_centrum,0.00041142971572789063,0.00041142971572789063,68,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_holiday_x_tier_centrum,0.0003756790019152164,-0.0003756790019152164,69,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_wind_x_season__herfst,0.0003564006760522454,-6.983020407078235e-06,70,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_procession_day,0.0002505698065579768,0.00025056980655797657,71,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_high_wind_gust,0.00021484628708353222,-3.697487316068532e-05,72,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_precip_bin__moderate,0.0001664487051185763,-4.924877671903376e-05,73,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_precip_mm,0.00015262309699135828,-7.318756026098142e-05,74,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_precip_bin__dry,0.00013041246387336344,-3.1356789520024624e-05,75,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_precip_x_season__herfst,0.00012619868057478674,-0.00011164545664419589,76,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_precip_x_season__lente,6.60862144773186e-05,-1.9497599168213417e-05,77,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_precip_bin__heavy,5.646475352349664e-05,5.646475352349664e-05,78,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_precip_x_season__winter,2.6962578024198283e-05,-9.145550135391678e-06,79,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_is_carnival_day,1.6495387867283905e-05,2.5854839917380957e-06,80,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_precip_bin__light,1.5210036526426992e-05,-1.8107186340980243e-06,81,15000
P4_ridge_a1_0,policy,holdout,holdout,vesten_rand,e_int_precip_x_season__zomer,5.996218630181819e-07,5.996218630181817e-07,82,15000
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_parking_id__p_hoogstraat,0.08497734285343155,-0.06460807278862472,1,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_season__herfst,0.054528139634954294,-0.04222992730759348,2,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_season__winter,0.04618901728792562,0.015033980615417018,3,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_month_cos,0.038219239682780404,-0.038219239682780404,4,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_month_sin,0.0347030158041581,0.0347030158041581,5,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,e_int_temp_x_season__lente,0.03423529725293249,0.03423529725293249,6,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_season__zomer,0.032031088378253955,0.032031088378253955,7,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_season__lente,0.02845625115790726,-0.02845625115790726,8,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,t_is_2020_regime,0.025352439849985215,0.025352439849985215,9,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_parking_id__p_bruul,0.019988392470534837,0.019988392470534837,10,6479
P4_ridge_a1_0,policy,fold_cv_fold_1,cv_fold_1,centrum,s_capacity_bucket__medium,0.019734891800562697,0.0028590350278478957,11,6479
